# PIN-CONSISTENCY BACKLOG -- a to-do list of known-wrong identities.
# Written by tools/pin_consistency.py; read by the full gate (tools/build.py).
# Generated file: do not reformat it, and see tools/pin_consistency.py for the
# full argument. THE GOAL IS AN EMPTY FILE.
#
# WHAT EACH LINE MEANS
# --------------------
# reverse/symbols.csv is an ADDITIVE candidate list: build.py's REL32 resolver
# walks a name's addresses and keeps the first displacement that reproduces
# retail. Give one name enough addresses and something matches, so a green gate
# proves the caller's BYTES and says nothing about WHICH function the callee is.
# Every line here is one name whose pinned addresses follow their thunk chains
# to bodies that are NOT the same function. At most one of them is that name.
# The rest are somebody else's function wearing its label, and each one is a
# misidentification waiting to be written up as an exact match -- which is
# exactly how the ControlBar and GameWindow families got 16 rows placed one body
# early before anyone noticed.
#
# WHY THEY ARE STILL HERE
# -----------------------
# Not because they are acceptable. The guard landed against a pre-existing
# backlog, and failing the gate on all of it would have blocked every agent
# from every unrelated commit. So the backlog is recorded WITH its evidence and
# the gate fails on anything NEW. A line here is a debt, never a permission slip.
#
# HOW TO RESOLVE ONE (this is the work; each line is a self-contained task)
# ------------------------------------------------------------------------
#   1. python3 tools/pin_consistency.py --symbol <name>
#        prints every pin, its thunk chain, each body's proven extent, and which
#        functions.csv rows already claim those bodies.
#   2. Decide WHICH body is the name. Evidence that settles it, strongest first:
#        a byte-verified functions.csv row naming this symbol at that body;
#        a ghidra xref/vtable slot; a decoded store offset (the GameWindow family
#        fell out of `lea eax,[eax+eax*2+d]` alone). Decompiled C is not proof.
#   3. Delete the losing pin rows from reverse/symbols.csv -- splice in place,
#        every surviving line byte-identical, terminators unchanged (uniform
#        CRLF), and verify the census before/after. Deleting is a rewrite.
#   4. Delete this line, in the SAME commit. A fixed symbol leaves a stale line
#        that fails too, on purpose: the fix and the removal are one change.
#   5. Run the FULL ./build.sh. Not the scoped one -- see the warning below.
#
# THE TRAP THAT CAUGHT THE LAST TWO SESSIONS
# ------------------------------------------
# A BYTE-VERIFIED CALLER OUTRANKS A BYTE-VERIFIED IDENTITY ROW. A session landed
# all 47 --clear-cut verdicts and the gate turned 111 byte-matched rows RED; 110
# of them resolved to a pin it had just deleted -- retail callers reaching the
# very body the ledger says belongs to somebody else. Only 21 of 47 survived.
# --clear-cut is a CANDIDATE list, not a verdict list: it reads the ledger and
# the image, never the object relocations that say which symbol a call site
# means, so it cannot see this coming. Screening out pins retail calls does NOT
# fix it -- that was measured, and it suppresses 36 of the 39 pins that landed
# clean. Confirm every retraction with a full ./build.sh; expect half to fail.
# When the ledger row and the call site disagree, the row moves first.
#
# THIS FILE IS ONLY ALLOWED TO SHRINK
# -----------------------------------
# Adding a line to make a build green is the exact anti-pattern this guard
# exists to stop -- fix the pin instead. Enforced, not merely requested:
# --write-baseline refuses to emit a key the file does not already carry, and
# `--assert-shrink-only` (run by .githooks/pre-commit) fails on any key added
# vs HEAD, so a hand-edited line is caught too. If you believe a line must be
# added, you have found a NEW misidentification: fix it.
#
# KEY AND COLUMNS
# ---------------
# key = symbol + its sorted body RVAs. A new address on a baselined symbol
# changes the key and FAILS, so a baselined line cannot quietly absorb one more
# bad pin.
#
# kinds:
#   divergent-bodies  same extent, bytes are not the same function even after
#                     rel32 rebasing -- at most one pin names this symbol
#   size-disagreement the pinned bodies have different proven extents. 307 of
#                     these are matched-vs-matched: two byte-verified bodies of
#                     different proven lengths cannot be one function.
#   no-boundary       a pinned body has no proven extent, so nothing can verify it
#   non-text-pin      a pin resolves outside .text and cannot be a code body
#
# evidence: <kind detail> :: <body><-<pins> owned-by:<other functions.csv names>
#           INTERIOR-OF:<fn>+0x<n> means the pin is not even an entry point --
#           it points inside a byte-verified body, so it cannot be any function.
#
# NOT COVERED HERE: single-pinned names, and the functions.csv half of the
# resolver's candidate list. `--candidates` reports the second (114 more).
symbol,bodies,kind,evidence
??0SquishCollide@@QAE@PAVThing@@PBVModuleData@@@Z,0x00216BA0 0x0024F560 0x0024F860 0x0024FC20 0x0024FE70 0x00250260 0x00250460,size-disagreement,"0x00216BA0=60(matched); 0x0024F560=46(matched); 0x0024F860=46(matched); 0x0024FC20=46(matched); 0x0024FE70=46(matched); 0x00250260=46(matched); 0x00250460=46(matched) :: 0x00216BA0<-0x0003B16A owned-by:?d_00216ba0@@YAXXZ ; 0x0024F560<-0x0001F5C3 owned-by:??0ExperienceLevelCreate@@QAE@PAVThing@@PBVModuleData@@@Z ; 0x0024F860<-0x0001D3AE owned-by:?d_0024f860@@YAXXZ ; 0x0024FC20<-0x0002DED4 owned-by:??0BeaconClientUpdate@@QAE@PAVThing@@PBVModuleData@@@Z,??0BoneFXDamage@@QAE@PAVThing@@PBVModuleData@@@Z,??0ConvertToCarBombCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0ConvertToHijackedVehicleCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0DamDie@@QAE@PAVThing@@PBVModuleData@@@Z,??0EjectPilotDie@@QAE@PAVThing@@PBVModuleData@@@Z,??0RebuildHoleExposeDie@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageCommandCenterCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageFakeBuildingCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageInternetCenterCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageMilitaryFactoryCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotagePowerPlantCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageSuperweaponCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageSupplyCenterCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageSupplyDropzoneCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0W3DDefaultDraw@@QAE@PAVThing@@PBVModuleData@@@Z ; 0x0024FE70<-0x0002070C owned-by:?d_0024fe70@@YAXXZ ; 0x00250260<-0x0003CF56 owned-by:?d_00250260@@YAXXZ ; 0x00250460<-0x0003ECA7 owned-by:?d_00250460@@YAXXZ"
??0StealthUpdate@@QAE@PAVThing@@PBVModuleData@@@Z,0x001F7140 0x00603790 0x0075A490,size-disagreement,"0x001F7140=74(matched); 0x00603790=95(matched); 0x0075A490=136(matched) :: 0x001F7140<-0x0002CD4F owned-by:??0ClearanceTestingSlowDeathBehavior@@QAE@PAVThing@@PBVModuleData@@@Z,??0CountermeasuresBehavior@@QAE@PAVThing@@PBVModuleData@@@Z,??0NeutronMissileSlowDeathBehavior@@QAE@PAVThing@@PBVModuleData@@@Z ; 0x00603790<-0x00006780 owned-by:?d_00603790@@YAXXZ ; 0x0075A490<-0x00048167 owned-by:??0W3DRopeDraw@@QAE@PAVThing@@PBVModuleData@@@Z"
??0SubObjectsUpgradeModuleData@@QAE@XZ,0x0012BAE0 0x00212C10 0x002D6590 0x002D99B0,size-disagreement,0x0012BAE0=116(matched); 0x00212C10=37(matched); 0x002D6590=29(matched); 0x002D99B0=29(matched) :: 0x0012BAE0<-0x0003BDE5 owned-by:??0TooltipUpgradeModuleData@@QAE@XZ ; 0x00212C10<-0x00037A51 owned-by:?d_00212c10@@YAXXZ ; 0x002D6590<-0x00044FA8 owned-by:??0MaxHealthUpgradeModuleData@@QAE@XZ ; 0x002D99B0<-0x0001ABF9 owned-by:??0UnpauseSpecialPowerUpgradeModuleData@@QAE@XZ
??0SupplyCenterDockUpdateModuleData@@QAE@XZ,0x00123D00 0x0020D580 0x002516D0 0x002CEF40 0x00607550 0x00608DC0,size-disagreement,0x00123D00=83(matched); 0x0020D580=20(matched); 0x002516D0=20(matched); 0x002CEF40=25(matched); 0x00607550=20(matched); 0x00608DC0=20(matched) :: 0x00123D00<-0x00030BC0 owned-by:??0SpecialEnemySenseUpdateModuleData@@QAE@XZ ; 0x0020D580<-0x000261CA owned-by:??0SupplyWarehouseCripplingBehaviorModuleData@@QAE@XZ ; 0x002516D0<-0x0003E4A5 owned-by:?d_002516d0@@YAXXZ ; 0x002CEF40<-0x000118E7 owned-by:??0RepairDockUpdateModuleData@@QAE@XZ ; 0x00607550<-0x00038E97 owned-by:??0ModelConditionSoundSelectorClientBehaviorModuleData@@QAE@XZ ; 0x00608DC0<-0x0003035A owned-by:??0UpgradeSoundSelectorClientBehaviorModuleData@@QAE@XZ
??0TechBuildingBehaviorModuleData@@QAE@XZ,0x002029B0 0x002074C0 0x0024F7A0 0x0028AAE0 0x0028CD30 0x00292CB0,size-disagreement,0x002029B0=17(matched); 0x002074C0=17(matched); 0x0024F7A0=20(matched); 0x0028AAE0=23(matched); 0x0028CD30=23(matched); 0x00292CB0=23(matched) :: 0x002029B0<-0x0002EA73 owned-by:??0PoisonedBehaviorModuleData@@QAE@XZ ; 0x002074C0<-0x000485B8 owned-by:??0SlaveWatcherBehaviorModuleData@@QAE@XZ ; 0x0024F7A0<-0x0000FA5B owned-by:??0ExperienceLevelCreateModuleData@@QAE@XZ ; 0x0028AAE0<-0x0002E500 owned-by:??0CommandButtonHuntUpdateModuleData@@QAE@XZ ; 0x0028CD30<-0x0003EE87 owned-by:??0DestroyEnvironmentUpdateModuleData@@QAE@XZ ; 0x00292CB0<-0x0002DAA1 owned-by:??0FireWeaponUpdateModuleData@@QAE@XZ
??0TensileFormationUpdate@@QAE@PAVThing@@PBVModuleData@@@Z,0x00211A50 0x002137B0 0x00213990 0x00213F30 0x00214650 0x00252F50,size-disagreement,0x00211A50=601(matched); 0x002137B0=46(matched); 0x00213990=46(matched); 0x00213F30=46(matched); 0x00214650=46(matched); 0x00252F50=92(matched) :: 0x00211A50<-0x00025509 owned-by:?d_00211a50@@YAXXZ ; 0x002137B0<-0x0001BE3C owned-by:?d_002137b0@@YAXXZ ; 0x00213990<-0x00013750 owned-by:?d_00213990@@YAXXZ ; 0x00213F30<-0x00022CF0 owned-by:?d_00213f30@@YAXXZ ; 0x00214650<-0x0001EF97 owned-by:??0RespawnBody@@QAE@PAVThing@@PBVModuleData@@@Z ; 0x00252F50<-0x0003F526 owned-by:unclaimed
??0ToppleUpdate@@QAE@PAVThing@@PBVModuleData@@@Z,0x001F7140 0x00603790 0x0075A490,size-disagreement,"0x001F7140=74(matched); 0x00603790=95(matched); 0x0075A490=136(matched) :: 0x001F7140<-0x0002CD4F owned-by:??0ClearanceTestingSlowDeathBehavior@@QAE@PAVThing@@PBVModuleData@@@Z,??0CountermeasuresBehavior@@QAE@PAVThing@@PBVModuleData@@@Z,??0NeutronMissileSlowDeathBehavior@@QAE@PAVThing@@PBVModuleData@@@Z ; 0x00603790<-0x00006780 owned-by:?d_00603790@@YAXXZ ; 0x0075A490<-0x00048167 owned-by:??0W3DRopeDraw@@QAE@PAVThing@@PBVModuleData@@@Z"
??0TransitionDamageFX@@QAE@PAVThing@@PBVModuleData@@@Z,0x001FFB40 0x0022EE70,size-disagreement,0x001FFB40=137(matched); 0x0022EE70=102(matched) :: 0x001FFB40<-0x0002B166 owned-by:??0GiantBirdSlowDeathBehavior@@QAE@PAVThing@@PBVModuleData@@@Z ; 0x0022EE70<-0x00002450 owned-by:??0TunnelContain@@QAE@PAVThing@@PBVModuleData@@@Z
??0TwiddlerClass@@QAE@XZ,0x006F5600 0x0078F500,size-disagreement,0x006F5600=53(matched); 0x0078F500=18(matched) :: 0x006F5600<-0x0000CDC9 owned-by:??0W3DDisplayStringManager@@QAE@XZ ; 0x0078F500<-0x000063A2 owned-by:?d_0078f500@@YAXXZ
??0UndeadBodyModuleData@@QAE@XZ,0x00123E90 0x00125CE0 0x001F7810 0x0028A480 0x002971F0,size-disagreement,"0x00123E90=86(matched); 0x00125CE0=114(matched); 0x001F7810=33(matched); 0x0028A480=92(matched); 0x002971F0=142(matched) :: 0x00123E90<-0x0002EB04 owned-by:??0AutoDepositUpdateModuleData@@QAE@XZ ; 0x00125CE0<-0x0002EF55 owned-by:??0OathbreakersFadeAwayBehaviorModuleData@@QAE@XZ,??0SpawnUnitBehaviorModuleData@@QAE@XZ ; 0x001F7810<-0x0004A426 owned-by:?d_001f7810@@YAXXZ ; 0x0028A480<-0x000015FA owned-by:??0CivilianSpawnUpdateModuleData@@QAE@XZ ; 0x002971F0<-0x0001A98D owned-by:??0LargeGroupAudioUpdateModuleData@@QAE@XZ"
??0UnpauseSpecialPowerUpgradeModuleData@@QAE@XZ,0x00201650 0x00214470 0x002149D0 0x0027EAE0 0x002C52E0 0x0077F360,size-disagreement,"0x00201650=111(matched); 0x00214470=26(matched); 0x002149D0=190(matched); 0x0027EAE0=283(matched); 0x002C52E0=18(matched); 0x0077F360=192(matched) :: 0x00201650<-0x00023DCB owned-by:??0InstantDeathBehaviorModuleData@@QAE@XZ ; 0x00214470<-0x00022877 owned-by:??0PorcupineFormationBodyModuleModuleData@@QAE@XZ ; 0x002149D0<-0x0003C556 owned-by:??0RespawnBodyModuleData@@QAE@XZ ; 0x0027EAE0<-0x00048A3B owned-by:??0AnimalAIUpdateModuleData@@QAE@XZ,??0AssaultTransportAIUpdateModuleData@@QAE@XZ,??0CollideModuleModuleData@@QAE@XZ,??0DamageModuleModuleData@@QAE@XZ,??0DeployStyleAIUpdateModuleData@@QAE@XZ,??0HordeAIUpdateModuleData@@QAE@XZ,??0TransportAIUpdateModuleData@@QAE@XZ,??0UpdateModuleModuleData@@QAE@XZ,??0WanderAIUpdateModuleData@@QAE@XZ ; 0x002C52E0<-0x00010C80 owned-by:?d_002c52e0@@YAXXZ ; 0x0077F360<-0x00046B5A owned-by:??0W3DTreeDrawModuleData@@QAE@XZ"
??0UpgradeDieModuleData@@QAE@XZ,0x001F6C70 0x002001A0 0x002027A0 0x00203440 0x0028B9E0 0x00298D30,size-disagreement,0x001F6C70=126(matched); 0x002001A0=40(matched); 0x002027A0=123(matched); 0x00203440=48(matched); 0x0028B9E0=32(matched); 0x00298D30=32(matched) :: 0x001F6C70<-0x0004A250 owned-by:?d_001f6c70@@YAXXZ ; 0x002001A0<-0x0000E5A7 owned-by:??0ClickReactionBehaviorModuleData@@QAE@XZ ; 0x002027A0<-0x00009AC0 owned-by:??0PassiveAreaEffectBehaviorModuleData@@QAE@XZ ; 0x00203440<-0x0000497B owned-by:?d_00203440@@YAXXZ ; 0x0028B9E0<-0x0000F6BE owned-by:??0HealContainModuleData@@QAE@XZ ; 0x00298D30<-0x000246CC owned-by:??0OneRingPenaltyUpdateModuleData@@QAE@XZ
??0VeterancyGainCreateModuleData@@QAE@XZ,0x002029B0 0x002074C0 0x0024F7A0 0x0028AAE0 0x0028CD30 0x00292CB0,size-disagreement,0x002029B0=17(matched); 0x002074C0=17(matched); 0x0024F7A0=20(matched); 0x0028AAE0=23(matched); 0x0028CD30=23(matched); 0x00292CB0=23(matched) :: 0x002029B0<-0x0002EA73 owned-by:??0PoisonedBehaviorModuleData@@QAE@XZ ; 0x002074C0<-0x000485B8 owned-by:??0SlaveWatcherBehaviorModuleData@@QAE@XZ ; 0x0024F7A0<-0x0000FA5B owned-by:??0ExperienceLevelCreateModuleData@@QAE@XZ ; 0x0028AAE0<-0x0002E500 owned-by:??0CommandButtonHuntUpdateModuleData@@QAE@XZ ; 0x0028CD30<-0x0003EE87 owned-by:??0DestroyEnvironmentUpdateModuleData@@QAE@XZ ; 0x00292CB0<-0x0002DAA1 owned-by:??0FireWeaponUpdateModuleData@@QAE@XZ
??0W3DDefaultDraw@@QAE@PAVThing@@PBVModuleData@@@Z,0x0024F560 0x0024F860 0x0024FC20 0x0024FE70 0x00250260 0x00250460 0x007513C0,size-disagreement,"0x0024F560=46(matched); 0x0024F860=46(matched); 0x0024FC20=46(matched); 0x0024FE70=46(matched); 0x00250260=46(matched); 0x00250460=46(matched); 0x007513C0=568(matched) :: 0x0024F560<-0x0001F5C3 owned-by:??0ExperienceLevelCreate@@QAE@PAVThing@@PBVModuleData@@@Z ; 0x0024F860<-0x0001D3AE owned-by:?d_0024f860@@YAXXZ ; 0x0024FC20<-0x0002DED4 owned-by:??0BeaconClientUpdate@@QAE@PAVThing@@PBVModuleData@@@Z,??0BoneFXDamage@@QAE@PAVThing@@PBVModuleData@@@Z,??0ConvertToCarBombCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0ConvertToHijackedVehicleCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0DamDie@@QAE@PAVThing@@PBVModuleData@@@Z,??0EjectPilotDie@@QAE@PAVThing@@PBVModuleData@@@Z,??0RebuildHoleExposeDie@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageCommandCenterCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageFakeBuildingCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageInternetCenterCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageMilitaryFactoryCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotagePowerPlantCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageSuperweaponCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageSupplyCenterCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageSupplyDropzoneCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SquishCollide@@QAE@PAVThing@@PBVModuleData@@@Z ; 0x0024FE70<-0x0002070C owned-by:?d_0024fe70@@YAXXZ ; 0x00250260<-0x0003CF56 owned-by:?d_00250260@@YAXXZ ; 0x00250460<-0x0003ECA7 owned-by:?d_00250460@@YAXXZ ; 0x007513C0<-0x00009FED owned-by:?d_007513c0@@YAXXZ"
??0W3DProjectileStreamDrawModuleData@@QAE@XZ,0x00126760 0x00295500 0x002CF5A0 0x00603B90,size-disagreement,0x00126760=96(matched); 0x00295500=33(matched); 0x002CF5A0=36(matched); 0x00603B90=26(matched) :: 0x00126760<-0x0001ECBD owned-by:??0RunOffMapBehaviorModuleData@@QAE@XZ ; 0x00295500<-0x0002C9D0 owned-by:??0HeightDieUpdateModuleData@@QAE@XZ ; 0x002CF5A0<-0x00001780 owned-by:??0SupplyCenterDockUpdateModuleData@@QAE@XZ ; 0x00603B90<-0x0002E069 owned-by:?d_00603b90@@YAXXZ
??0W3DPropDrawModuleData@@QAE@XZ,0x001ED6A0 0x001FABC0 0x00205F60 0x0024FE00 0x00294F60 0x0029FE30,size-disagreement,0x001ED6A0=16(matched); 0x001FABC0=16(matched); 0x00205F60=16(matched); 0x0024FE00=16(matched); 0x00294F60=13(matched); 0x0029FE30=16(matched) :: 0x001ED6A0<-0x0001FABE owned-by:??0AutoAbilityBehaviorModuleData@@QAE@XZ ; 0x001FABC0<-0x0001FEB0 owned-by:?d_001fabc0@@YAXXZ ; 0x00205F60<-0x00043969 owned-by:??0SiegeDockingBehaviorModuleData@@QAE@XZ ; 0x0024FE00<-0x000283F3 owned-by:??0LockWeaponCreateModuleData@@QAE@XZ ; 0x00294F60<-0x0004601A owned-by:??0FloatUpdateModuleData@@QAE@XZ ; 0x0029FE30<-0x0002DABA owned-by:??0ProneUpdateModuleData@@QAE@XZ
??0W3DSupplyDraw@@QAE@PAVThing@@PBVModuleData@@@Z,0x001F1470 0x002CF0F0 0x0077DB70,size-disagreement,0x001F1470=297(matched); 0x002CF0F0=53(matched); 0x0077DB70=59(matched) :: 0x001F1470<-0x0001F659 owned-by:??0BezierProjectileBehavior@@QAE@PAVThing@@PBVModuleData@@@Z ; 0x002CF0F0<-0x00021CE2 owned-by:??0SupplyCenterDockUpdate@@QAE@PAVThing@@PBVModuleData@@@Z ; 0x0077DB70<-0x00042E9C owned-by:?d_0077db70@@YAXXZ
??0W3DSupplyDrawModuleData@@QAE@XZ,0x002BC190 0x0077DD50,size-disagreement,0x002BC190=59(matched); 0x0077DD50=28(matched) :: 0x002BC190<-0x0001235A owned-by:??0FirestormDynamicGeometryInfoUpdateModuleData@@QAE@XZ ; 0x0077DD50<-0x0001E76D owned-by:?d_0077dd50@@YAXXZ
??0W3DTankDraw@@QAE@PAVThing@@PBVModuleData@@@Z,0x00214F00 0x0024B6F0 0x0026BFD0 0x0026C730 0x0026D670 0x0026DFB0 0x0077F050,size-disagreement,0x00214F00=72(matched); 0x0024B6F0=115(matched); 0x0026BFD0=63(matched); 0x0026C730=73(matched); 0x0026D670=212(matched); 0x0026DFB0=60(matched); 0x0077F050=244(matched) :: 0x00214F00<-0x0002CD86 owned-by:?d_00214f00@@YAXXZ ; 0x0024B6F0<-0x0001FE7E owned-by:??0HordeTransportContain@@QAE@PAVThing@@PBVModuleData@@@Z ; 0x0026BFD0<-0x0004549E owned-by:??0ToggleHiddenSpecialAbilityUpdate@@QAE@PAVThing@@PBVModuleData@@@Z ; 0x0026C730<-0x000138C2 owned-by:??0ToggleMountedSpecialAbilityUpdate@@QAE@PAVThing@@PBVModuleData@@@Z ; 0x0026D670<-0x00006C85 owned-by:??0WeaponFireSpecialAbilityUpdate@@QAE@PAVThing@@PBVModuleData@@@Z ; 0x0026DFB0<-0x00042618 owned-by:??0WoundArrowUpdate@@QAE@PAVThing@@PBVModuleData@@@Z ; 0x0077F050<-0x0000CC2F owned-by:?d_0077f050@@YAXXZ
??0W3DTankDrawModuleData@@QAE@XZ,0x00299E10 0x002D5CE0 0x0077EA70,size-disagreement,0x00299E10=217(matched); 0x002D5CE0=143(matched); 0x0077EA70=133(matched) :: 0x00299E10<-0x00018322 owned-by:??0PartTheHeavensUpdateModuleData@@QAE@XZ ; 0x002D5CE0<-0x0003B14C owned-by:??0GeometryUpgradeModuleData@@QAE@XZ ; 0x0077EA70<-0x0003D451 owned-by:?d_0077ea70@@YAXXZ
??0W3DTracerDraw@@QAE@PAVThing@@PBVModuleData@@@Z,0x001EE950 0x002029F0 0x002062C0 0x00295550 0x002CFD40,size-disagreement,"0x001EE950=276(matched); 0x002029F0=164(matched); 0x002062C0=162(matched); 0x00295550=97(matched); 0x002CFD40=160(matched) :: 0x001EE950<-0x00048B9E owned-by:??0EMPUpdate@@QAE@PAVThing@@PBVModuleData@@@Z,??0FireOCLAfterWeaponCooldownUpdate@@QAE@PAVThing@@PBVModuleData@@@Z,??0SpyVisionUpdate@@QAE@PAVThing@@PBVModuleData@@@Z ; 0x002029F0<-0x00041547 owned-by:?d_002029f0@@YAXXZ ; 0x002062C0<-0x00004D36 owned-by:??0SiegeDockingBehavior@@QAE@PAVThing@@PBVModuleData@@@Z ; 0x00295550<-0x0000C199 owned-by:??0HeightDieUpdate@@QAE@PAVThing@@PBVModuleData@@@Z ; 0x002CFD40<-0x00025581 owned-by:?d_002cfd40@@YAXXZ"
??0W3DTruckDrawModuleData@@QAE@XZ,0x002131B0 0x0077F830,size-disagreement,0x002131B0=50(matched); 0x0077F830=181(matched) :: 0x002131B0<-0x0000CC3E owned-by:?d_002131b0@@YAXXZ ; 0x0077F830<-0x0003616F owned-by:?d_0077f830@@YAXXZ
??0WeaponBonusUpdate@@QAE@PAVThing@@PBVModuleData@@@Z,0x0027FB60 0x00283330 0x002926C0 0x002AAF30 0x002D5790 0x007583A0,size-disagreement,0x0027FB60=134(matched); 0x00283330=76(matched); 0x002926C0=134(matched); 0x002AAF30=131(matched); 0x002D5790=120(matched); 0x007583A0=307(matched) :: 0x0027FB60<-0x0000BAF0 owned-by:??0AssistedTargetingUpdate@@QAE@PAVThing@@PBVModuleData@@@Z ; 0x00283330<-0x0003DB36 owned-by:?d_00283330@@YAXXZ ; 0x002926C0<-0x0004B510 owned-by:?d_002926c0@@YAXXZ ; 0x002AAF30<-0x00008878 owned-by:??0SpecialEnemySenseUpdate@@QAE@PAVThing@@PBVModuleData@@@Z ; 0x002D5790<-0x00038C35 owned-by:??0GeometryUpgrade@@QAE@PAVThing@@PBVModuleData@@@Z ; 0x007583A0<-0x00034EDC owned-by:?d_007583a0@@YAXXZ
??0WorkerAIUpdateModuleData@@QAE@XZ,0x0012B6C0 0x001EFD50,size-disagreement,0x0012B6C0=194(matched); 0x001EFD50=197(matched) :: 0x0012B6C0<-0x000386B8 owned-by:??0SubObjectsUpgradeModuleData@@QAE@XZ ; 0x001EFD50<-0x00024BFE owned-by:??0BezierProjectileBehaviorModuleData@@QAE@XZ
??1?$_Rb_tree@IU?$pair@$$CBI_N@_STL@@U?$_Select1st@U?$pair@$$CBI_N@_STL@@@2@U?$less@I@2@V?$allocator@U?$pair@$$CBI_N@_STL@@@2@@_STL@@QAE@XZ,0x000E3D80 0x00887940,size-disagreement,"0x000E3D80=171(matched); 0x00887940=134(matched) :: 0x000E3D80<-0x0001481C owned-by:?d_000e3d80@@YAXXZ ; 0x00887940<-0x00887940 owned-by:??1?$SimpleDynVecClass@VVector3@@@@UAE@XZ,??1AIUpdateModuleData@@UAE@XZ,??1BFMEPlayerTemplateAsciiString@@QAE@XZ,??1LayoutFilename@@QAE@XZ,?freeBytes@AsciiString@@AAEXXZ,?releaseBuffer@?$StringBase@D@@AAEXXZ,?releaseBuffer@AsciiString@@IAEXXZ,?releaseBuffer@BFMERetailAsciiString@@AAEXXZ"
??1?$pair@$$CBHVGameSpyGroupRoom@@@_STL@@QAE@XZ,0x004EA1B0 0x00631920,size-disagreement,0x004EA1B0=8(matched); 0x00631920=77(matched) :: 0x004EA1B0<-0x00021274 owned-by:?d_004ea1b0@@YAXXZ ; 0x00631920<-0x00041C5E owned-by:?d_00631920@@YAXXZ
??1?$pair@$$CBW4NameKeyType@@VObjectCreationList@@@_STL@@QAE@XZ,0x00078910 0x001266C0 0x00654BA0,size-disagreement,0x00078910=76(matched); 0x001266C0=76(matched); 0x00654BA0=8(matched) :: 0x00078910<-0x0002517B owned-by:??1?$pair@$$CBUGen_t_00078910_k4@@UGen_t_00078910_p12cd@@@_STL@@QAE@XZ ; 0x001266C0<-0x0001AF5F owned-by:??1?$pair@$$CBUGen_t_001266c0_k4@@UGen_t_001266c0_p12cd@@@_STL@@QAE@XZ ; 0x00654BA0<-0x00009525 owned-by:?d_00654ba0@@YAXXZ
??1?$vector@VPlayerTemplate@@V?$allocator@VPlayerTemplate@@@_STL@@@_STL@@QAE@XZ,0x000E3D80 0x00887940,size-disagreement,"0x000E3D80=171(matched); 0x00887940=134(matched) :: 0x000E3D80<-0x0001481C owned-by:?d_000e3d80@@YAXXZ ; 0x00887940<-0x00887940 owned-by:??1?$SimpleDynVecClass@VVector3@@@@UAE@XZ,??1?$_Rb_tree@IU?$pair@$$CBI_N@_STL@@U?$_Select1st@U?$pair@$$CBI_N@_STL@@@2@U?$less@I@2@V?$allocator@U?$pair@$$CBI_N@_STL@@@2@@_STL@@QAE@XZ,??1AIUpdateModuleData@@UAE@XZ,??1BFMEPlayerTemplateAsciiString@@QAE@XZ,??1LayoutFilename@@QAE@XZ,?freeBytes@AsciiString@@AAEXXZ,?releaseBuffer@?$StringBase@D@@AAEXXZ,?releaseBuffer@AsciiString@@IAEXXZ,?releaseBuffer@BFMERetailAsciiString@@AAEXXZ"
